"Token","InstrumentName","ShortName","Series","ExpiryDate","StrikePrice","OptionType","CALevel","PermittedToTrade","IssueCapital","WarningQty","FreezeQty","CreditRating","NormalMarketStatus","OddLotMarketStatus","SpotMarketStatus","AuctionMarketStatus","NormalMarketEligibility","OddLotMarketEligibility","SpotMarketEligibility","AuctionMarketEligibility","IssueRate","IssueStartDate","InterestPaymentDate","IssueMaturityDate","MarginPercentage","MinimumLotQty","LotSize","TickSize","CompanyName","ListingDate","ExpulsionDate","ReAdmissionDate","RecordDate","LowPriceRange","HighPriceRange","SecurityExpiryDate","NoDeliveryStartDate","NoDeliveryEndDate","MF","AON","ParticipantInMarketIndex","BookClsStartDate","BookClsEndDate","ExcerciseStartDate","ExcerciseEndDate","OldToken","AssetInstrument","AssetName","AssetToken","IntrinsicValue","ExtrinsicValue","ExcerciseStyle","EGM","AGM","Interest","Bonus","Rights","Dividends","ExAllowed","ExRejectionAllowed","PlAllowed","IsThisAsset","IsCorpAdjusted","LocalUpdateDatetime","DeleteFlag","Remarks","BasePrice","ExchangeCode"
"14265","OPTCUR","USDINR","OPTION","15-Jul-2022",71.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"14267","OPTCUR","USDINR","OPTION","15-Jul-2022",72,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"14269","OPTCUR","USDINR","OPTION","15-Jul-2022",72.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"14420","OPTCUR","USDINR","OPTION","15-Jul-2022",72.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"14422","OPTCUR","USDINR","OPTION","15-Jul-2022",72.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"14424","OPTCUR","USDINR","OPTION","15-Jul-2022",73,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"14426","OPTCUR","USDINR","OPTION","15-Jul-2022",73.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"USDINR"
"14428","OPTCUR","USDINR","OPTION","15-Jul-2022",73.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.01,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.005,"USDINR"
"14430","OPTCUR","USDINR","OPTION","15-Jul-2022",73.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0075,"USDINR"
"14432","OPTCUR","USDINR","OPTION","15-Jul-2022",74,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0175,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.01,"USDINR"
"14434","OPTCUR","USDINR","OPTION","15-Jul-2022",74.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0025,0.0225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0125,"USDINR"
"14436","OPTCUR","USDINR","OPTION","15-Jul-2022",74.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.005,0.03,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0175,"USDINR"
"14438","OPTCUR","USDINR","OPTION","15-Jul-2022",74.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.01,0.045,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0275,"USDINR"
"14440","OPTCUR","USDINR","OPTION","15-Jul-2022",75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0125,0.0625,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0375,"USDINR"
"14442","OPTCUR","USDINR","OPTION","15-Jul-2022",75.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.02,0.085,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0525,"USDINR"
"14444","OPTCUR","USDINR","OPTION","15-Jul-2022",75.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0275,0.1125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.07,"USDINR"
"14446","OPTCUR","USDINR","OPTION","15-Jul-2022",75.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.04,0.15,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.095,"USDINR"
"14448","OPTCUR","USDINR","OPTION","15-Jul-2022",76,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0575,0.1925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.125,"USDINR"
"14450","OPTCUR","USDINR","OPTION","15-Jul-2022",76.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.08,0.25,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.165,"USDINR"
"14452","OPTCUR","USDINR","OPTION","15-Jul-2022",76.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.11,0.315,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.2125,"USDINR"
"14454","OPTCUR","USDINR","OPTION","15-Jul-2022",76.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.1475,0.3925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.27,"USDINR"
"14456","OPTCUR","USDINR","OPTION","15-Jul-2022",77,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.19,0.485,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.3375,"USDINR"
"14458","OPTCUR","USDINR","OPTION","15-Jul-2022",77.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.2475,0.5875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.4175,"USDINR"
"14460","OPTCUR","USDINR","OPTION","15-Jul-2022",77.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.3125,0.7075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.51,"USDINR"
"14462","OPTCUR","USDINR","OPTION","15-Jul-2022",77.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.395,0.84,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.6175,"USDINR"
"14464","OPTCUR","USDINR","OPTION","15-Jul-2022",78,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.4875,0.9875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.7375,"USDINR"
"14466","OPTCUR","USDINR","OPTION","15-Jul-2022",78.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.5925,1.1475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.87,"USDINR"
"14468","OPTCUR","USDINR","OPTION","15-Jul-2022",78.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.7125,1.3225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.0175,"USDINR"
"14470","OPTCUR","USDINR","OPTION","15-Jul-2022",78.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.845,1.505,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.175,"USDINR"
"14472","OPTCUR","USDINR","OPTION","15-Jul-2022",79,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.9925,1.7025,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.3475,"USDINR"
"14474","OPTCUR","USDINR","OPTION","15-Jul-2022",79.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.1575,1.9075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.5325,"USDINR"
"14476","OPTCUR","USDINR","OPTION","15-Jul-2022",79.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.3275,2.1225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.725,"USDINR"
"14478","OPTCUR","USDINR","OPTION","15-Jul-2022",79.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.5125,2.3425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.9275,"USDINR"
"14480","OPTCUR","USDINR","OPTION","15-Jul-2022",80,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.71,2.57,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.14,"USDINR"
"14482","OPTCUR","USDINR","OPTION","15-Jul-2022",80.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.9125,2.8025,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.3575,"USDINR"
"14484","OPTCUR","USDINR","OPTION","15-Jul-2022",80.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.1275,3.0375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.5825,"USDINR"
"14486","OPTCUR","USDINR","OPTION","15-Jul-2022",80.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.3475,3.2775,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.8125,"USDINR"
"14488","OPTCUR","USDINR","OPTION","15-Jul-2022",81,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.5725,3.5175,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"14490","OPTCUR","USDINR","OPTION","15-Jul-2022",81.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.8025,3.7625,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"14492","OPTCUR","USDINR","OPTION","15-Jul-2022",81.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.0375,4.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"14494","OPTCUR","USDINR","OPTION","15-Jul-2022",81.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.275,4.255,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"14496","OPTCUR","USDINR","OPTION","15-Jul-2022",82,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.5175,4.5025,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"14498","OPTCUR","USDINR","OPTION","15-Jul-2022",82.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.76,4.75,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"14532","OPTCUR","USDINR","OPTION","15-Jul-2022",82.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.005,4.995,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"3613","OPTCUR","USDINR","OPTION","15-Jul-2022",82.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.25,5.245,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.2225,"USDINR"
"13379","OPTCUR","USDINR","OPTION","15-Jul-2022",83,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.4975,5.4925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.3,"USDINR"
"3044","OPTCUR","USDINR","OPTION","15-Jul-2022",83.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.7425,5.7425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"3054","OPTCUR","USDINR","OPTION","15-Jul-2022",83.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.99,5.99,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"10721","OPTCUR","USDINR","OPTION","15-Jul-2022",83.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.23,6.23,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"1008","OPTCUR","USDINR","OPTION","22-Jul-2022",70.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",7.24,8.24,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"USDINR"
"7137","OPTCUR","USDINR","OPTION","22-Jul-2022",70.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",6.99,7.99,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",7.49,"USDINR"
"7186","OPTCUR","USDINR","OPTION","22-Jul-2022",70.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",6.7425,7.7425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",7.2425,"USDINR"
"7188","OPTCUR","USDINR","OPTION","22-Jul-2022",71,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",6.495,7.495,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.995,"USDINR"
"7190","OPTCUR","USDINR","OPTION","22-Jul-2022",71.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",6.245,7.245,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.745,"USDINR"
"7250","OPTCUR","USDINR","OPTION","22-Jul-2022",71.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.9975,6.9975,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.4975,"USDINR"
"7311","OPTCUR","USDINR","OPTION","22-Jul-2022",71.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.75,6.75,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.25,"USDINR"
"7593","OPTCUR","USDINR","OPTION","22-Jul-2022",72,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.5,6.5,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6,"USDINR"
"7599","OPTCUR","USDINR","OPTION","22-Jul-2022",72.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.2525,6.2525,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.7525,"USDINR"
"7874","OPTCUR","USDINR","OPTION","22-Jul-2022",72.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",5.005,6.005,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.505,"USDINR"
"7952","OPTCUR","USDINR","OPTION","22-Jul-2022",72.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.7575,5.7575,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.2575,"USDINR"
"8968","OPTCUR","USDINR","OPTION","22-Jul-2022",73,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.5125,5.5075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.01,"USDINR"
"8970","OPTCUR","USDINR","OPTION","22-Jul-2022",73.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.265,5.26,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.7625,"USDINR"
"8972","OPTCUR","USDINR","OPTION","22-Jul-2022",73.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",4.0175,5.0125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.515,"USDINR"
"8974","OPTCUR","USDINR","OPTION","22-Jul-2022",73.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.775,4.765,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.27,"USDINR"
"8976","OPTCUR","USDINR","OPTION","22-Jul-2022",74,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.5325,4.5175,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.025,"USDINR"
"8978","OPTCUR","USDINR","OPTION","22-Jul-2022",74.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.2925,4.2725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.7825,"USDINR"
"9092","OPTCUR","USDINR","OPTION","22-Jul-2022",74.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",3.055,4.025,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.54,"USDINR"
"9120","OPTCUR","USDINR","OPTION","22-Jul-2022",74.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.82,3.78,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.3,"USDINR"
"9133","OPTCUR","USDINR","OPTION","22-Jul-2022",75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.5925,3.5375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.065,"USDINR"
"9145","OPTCUR","USDINR","OPTION","22-Jul-2022",75.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.3675,3.2975,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.8325,"USDINR"
"9190","OPTCUR","USDINR","OPTION","22-Jul-2022",75.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",2.15,3.06,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.605,"USDINR"
"9192","OPTCUR","USDINR","OPTION","22-Jul-2022",75.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.94,2.825,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.3825,"USDINR"
"9194","OPTCUR","USDINR","OPTION","22-Jul-2022",76,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.7375,2.5975,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.1675,"USDINR"
"9196","OPTCUR","USDINR","OPTION","22-Jul-2022",76.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.545,2.375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.96,"USDINR"
"9226","OPTCUR","USDINR","OPTION","22-Jul-2022",76.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.365,2.155,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.76,"USDINR"
"9228","OPTCUR","USDINR","OPTION","22-Jul-2022",76.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.1975,1.9525,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.575,"USDINR"
"9354","OPTCUR","USDINR","OPTION","22-Jul-2022",77,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",1.0375,1.7475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.3925,"USDINR"
"9358","OPTCUR","USDINR","OPTION","22-Jul-2022",77.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.89,1.555,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.2225,"USDINR"
"9362","OPTCUR","USDINR","OPTION","22-Jul-2022",77.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.76,1.375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.0675,"USDINR"
"9469","OPTCUR","USDINR","OPTION","22-Jul-2022",77.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.64,1.205,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.9225,"USDINR"
"9485","OPTCUR","USDINR","OPTION","22-Jul-2022",78,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.535,1.05,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.7925,"USDINR"
"9489","OPTCUR","USDINR","OPTION","22-Jul-2022",78.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.44,0.905,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.6725,"USDINR"
"9515","OPTCUR","USDINR","OPTION","22-Jul-2022",78.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.36,0.775,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.5675,"USDINR"
"9517","OPTCUR","USDINR","OPTION","22-Jul-2022",78.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.29,0.655,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.4725,"USDINR"
"9519","OPTCUR","USDINR","OPTION","22-Jul-2022",79,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.2325,0.5525,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.3925,"USDINR"
"9557","OPTCUR","USDINR","OPTION","22-Jul-2022",79.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.1825,0.4575,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.32,"USDINR"
"9559","OPTCUR","USDINR","OPTION","22-Jul-2022",79.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.1425,0.3775,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.26,"USDINR"
"9569","OPTCUR","USDINR","OPTION","22-Jul-2022",79.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.1125,0.3075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.21,"USDINR"
"9571","OPTCUR","USDINR","OPTION","22-Jul-2022",80,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0825,0.2475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.165,"USDINR"
"9573","OPTCUR","USDINR","OPTION","22-Jul-2022",80.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"US Dollars","","","","",0.0625,0.1975,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.13,"USDINR"
